District/ Division,,"Area Under Garden
(acre)",,,"Production of Inside
Garden",,,"Production of Outside
Garden",,,"Total Production of Inside
& Outside Garden (M.
Tons)",,
,,2018-19,2019-20,2020-21,2018-19,2019-20,2020-21,2018-19,2019-20,2020-21,2018-19,2019-20,2020-21
1,Barguna,123,98,150,77,62,78,619,472,488,696,534,566
2,Barishal,228,210,170,344,346,344,1986,2154,1986,2330,2500,2330
3,Bhola,64,51,62,185,214,214,653,751,738,838,965,952
4,Jhallokati,30,102,130,0,0,10,300,1399,1308,300,1399,1318
5,Patuakhali,123,174,120,36,0,0,841,273,291,877,273,291
6,Pirojpur,113,90,52,174,190,214,601,602,686,775,792,900
1,Barishal Division,538,724,684,816,812,860,5000,5651,5497,5816,6463,6357
7,Bandarban,104,82,100,1260,1338,1305,2167,839,875,3427,2177,2180
8,Brahmanbaria,37,30,39,150,123,130,419,407,439,569,530,569
9,Chandpur,149,162,191,64,215,15,1583,1432,1667,1647,1647,1682
10,Chattogram,328,240,200,463,663,639,2964,2146,2100,3427,2809,2739
11,Cumilla,201,158,190,1055,1053,358,1113,1114,2051,2168,2167,2409
12,Coxâ€™s Bazar,127,78,100,3361,560,2313,2448,616,1773,5809,1176,4086
13,Feni,58,50,60,0,0,0,493,492,492,493,492,492
14,Khagrachari,213,167,150,814,814,1116,1512,1512,1288,2326,2326,2404
15,Lakshmipur,323,255,165,0,0,0,3048,3423,3564,3048,3423,3564
16,Noakhali,152,120,150,0,0,0,2032,1945,2146,2032,1945,2146
17,Rangamati,428,333,300,2657,2551,2678,1981,2014,1960,4638,4565,4638
2,"Chattogram
Division",1669,1676,1645,9824,7317,8554,19760,15940,18355,29584,23257,26909
18,Dhaka,165,130,160,554,362,532,889,1300,1082,1443,1662,1614
19,Faridpur,126,100,55,265,207,215,315,850,874,580,1057,1089
20,Gazipur,22,182,200,918,627,1211,645,1026,508,1563,1653,1719
21,Gopalganj,258,161,114,230,9,20,1321,782,1044,1551,791,1064
22,Kishoreganj,95,77,90,247,263,213,858,963,954,1105,1226,1167
23,Madaripur,376,208,134,216,710,21,364,1528,1074,580,2238,1095
24,Manikganj,119,94,110,210,235,246,1155,1197,1273,1365,1432,1519
25,Munshiganj,52,41,92,21,22,24,440,476,492,461,498,516
26,Narayanganj,107,69,57,169,225,224,764,712,707,933,937,931
27,Narsingdi,189,163,147,1049,1776,870,631,871,601,1680,2647,1471
28,Rajbari,75,122,90,440,957,1000,289,1009,1001,729,1966,2001
29,Shariatpur,153,115,120,1205,22,21,689,1838,1908,1894,1860,1929
30,Tangail,457,384,390,4770,1102,1055,949,3268,4218,5719,4370,5273
3,Dhaka Division,1937,1846,1759,10294,6517,5652,9309,15820,15736,19603,22337,21388
31,Bagerhat,105,82,90,0,0,0,1014,1022,1026,1014,1022,1026
32,Chuadanga,93,73,69,984,1409,1407,3120,516,532,4104,1925,1939
33,Jashore,159,140,150,1707,1688,1688,1535,1624,1619,3242,3312,3307
34,Jhenaidah,97,78,107,1133,673,700,17,463,490,1150,1136,1190
35,Khulna,203,157,200,157,168,234,863,586,865,1020,754,1099
36,Kushtia,184,155,126,84,1371,1407,4695,3997,4111,4779,5368,5518
37,Magura,144,114,95,2352,1557,1470,52,897,979,2404,2454,2449
38,Meherpur,62,60,55,743,1064,1164,330,383,426,1073,1447,1590
,,2018-19,2019-20,2020-21,2018-19,2019-20,2020-21,2018-19,2019-20,2020-21,2018-19,2019-20,2020-21
39,Narail,,49,29,959,647,286,721,705,1102,1680,1352,1388
40,Satkhira,305,238,200,659,678,730,1565,974,963,2224,1652,1693
4,Khulna Division,1135,1147,1121,8778,9255,9086,13912,11167,12113,22690,20422,21199
41,Jamalpur,209,165,155,460,493,527,2490,2612,2728,2950,3105,3255
42,Mymensingh,208,390,400,298,682,683,3623,4096,4115,3921,4778,4798
43,Netrokona,74,77,60,87,148,39,1167,2502,911,1254,2650,950
44,Sherpur,135,70,115,311,42,44,1195,951,1005,1506,993,1049
5,"Mymensingh
Division",564,703,730,1156,1365,1293,8475,10161,8759,9631,11526,10052
45,Bogura,342,270,277,2641,2261,2228,1459,2526,2634,4100,4787,4862
46,Joypurhat,60,44,47,480,256,363,105,68,200,585,594,563
47,Naogaon,100,80,70,119,321,123,1795,1580,1433,1914,1901,1556
48,Natore,446,318,330,2242,2988,4591,10807,6011,3544,13049,8999,8135
49,Chapai Nawabganj,80,65,86,29,505,489,1200,809,886,1229,1314,1375
50,Pabna,521,411,399,770,759,731,2357,3802,3806,3127,4561,4537
51,Rajshahi,395,493,175,6057,6140,776,1728,2757,2105,7785,8897,2881
52,Sirajganj,285,217,180,65,55,744,2921,2757,2137,2986,2812,2881
6,Rajshahi Division,1757,8198,1564,12403,13555,10045,22372,20310,16745,34775,33865,26790
53,Dinajpur,204,161,158,380,381,553,1504,1520,1919,1884,1901,2472
54,Gaibandha,158,123,147,626,555,556,994,970,969,1620,1525,1525
55,Kurigram,141,221,70,71,88,74,1473,1434,999,1544,1522,1073
56,Lalmonirhat,61,94,75,130,142,136,611,667,637,741,809,773
57,Nilphamari,104,80,72,215,229,190,1456,1373,1193,1671,1602,1383
58,Panchagar,69,54,65,526,395,444,499,722,826,1025,117,1270
59,Rangpur,127,101,100,392,400,444,979,1014,1038,1371,1414,1482
60,Thakurgaon,45,36,44,35,35,41,489,509,539,524,544,580
7,Rangpur Divison,717,823,731,2375,2225,2438,8005,8209,8120,10380,10434,10558
61,Habiganj,26,25,20,172,117,296,309,299,214,481,416,510
62,Moulvibazar,26,70,45,221,0,47,974,668,872,1195,668,919
63,Sunamganj,54,29,60,0,156,38,570,88,432,570,244,470
64,Sylhet,76,61,55,249,111,224,835,936,382,1084,1047,606
8,Sylhet Division,145,185,180,642,384,605,2688,1991,1900,3330,2375,2505
,BANGLADESH,8461,9004,8414,46288,41430,38533,89521,89249,87225,135809,130679,125758
